{'#8': [33.3, 17.2, 34.4, 4.3, 7.5, 2.2, None, 1.1, None, None, None, None, None, None, None], '#3': 108, '#2': 'ALS', '#1': 'Intro to Agr & Applied Econ', '#7': 3.283, '#6': 93, '#5': '001', '#4': '215'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 130, '#2': 'ALS', '#1': 'Topics in Agroecology', '#7': None, '#6': 1, '#5': '012', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 130, '#2': 'ALS', '#1': 'Topics in Agroecology', '#7': None, '#6': 1, '#5': '014', '#4': '990'}
{'#8': [75.0, None, 25.0, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Introduction to Global Health', '#7': 3.75, '#6': 12, '#5': '001', '#4': '203'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Introduction to Global Health', '#7': None, '#6': 1, '#5': '009', '#4': '299'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Introduction to Global Health', '#7': None, '#6': 1, '#5': '010', '#4': '299'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Introduction to Global Health', '#7': None, '#6': 1, '#5': '016', '#4': '299'}
{'#8': [59.0, 5.1, 20.5, 5.1, 7.7, 2.6, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Cropping Systems', '#7': 3.462, '#6': 39, '#5': '001', '#4': '300'}
{'#8': [37.5, 37.5, 12.5, None, 12.5, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Plant Nutrition Management', '#7': 3.438, '#6': 8, '#5': '001', '#4': '326'}
{'#8': [46.9, 15.6, 15.6, 12.5, 3.1, None, 3.1, None, None, None, None, None, 3.1, None, None], '#3': 132, '#2': 'ALS', '#1': 'Plant Breeding&Biotechnolgy', '#7': 3.371, '#6': 32, '#5': '001', '#4': '338'}
{'#8': [55.6, 11.1, 33.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Plant Cell Cult. & Genet. Eng.', '#7': 3.611, '#6': 9, '#5': '001', '#4': '340'}
{'#8': [21.1, 36.8, 26.3, 13.2, 2.6, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'World Hunger & Malnutrition', '#7': 3.303, '#6': 38, '#5': '001', '#4': '350'}
{'#8': [46.7, 33.3, 6.7, 6.7, None, None, None, 6.7, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Diag Nutrient/Pest of Crops', '#7': 3.643, '#6': 15, '#5': '001', '#4': '354'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Diag Nutrient/Pest of Crops', '#7': 4.0, '#6': 6, '#5': '001', '#4': '375'}
{'#8': [7.1, 28.6, 35.7, 7.1, 7.1, 7.1, 7.1, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Diag Nutrient/Pest of Crops', '#7': 2.75, '#6': 14, '#5': '004', '#4': '375'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Diag Nutrient/Pest of Crops', '#7': None, '#6': 4, '#5': '005', '#4': '375'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Cropping Systems-Tropics', '#7': 4.0, '#6': 24, '#5': '001', '#4': '377'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Cropping Systems-Tropics', '#7': None, '#6': 1, '#5': '003', '#4': '399'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Cropping Systems-Tropics', '#7': None, '#6': 1, '#5': '007', '#4': '399'}
{'#8': [87.5, 12.5, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Senior Capstone Experience', '#7': 3.938, '#6': 16, '#5': '001', '#4': '500'}
{'#8': [15.4, 30.8, 15.4, None, 30.8, 7.7, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Principles-Plant Breeding', '#7': 2.846, '#6': 13, '#5': '001', '#4': '501'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Ethics of Modern Biotechnology', '#7': None, '#6': 4, '#5': '001', '#4': '565'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Ethics of Modern Biotechnology', '#7': None, '#6': 1, '#5': '002', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Ethics of Modern Biotechnology', '#7': None, '#6': 1, '#5': '008', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Ethics of Modern Biotechnology', '#7': None, '#6': 1, '#5': '010', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Special Problems', '#7': None, '#6': 1, '#5': '001', '#4': '799'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Special Problems', '#7': None, '#6': 1, '#5': '003', '#4': '799'}
{'#8': [40.0, 40.0, 10.0, None, None, None, None, 10.0, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Practicum-Agronomy Teaching', '#7': 3.667, '#6': 10, '#5': '001', '#4': '875'}
{'#8': [37.5, 37.5, 12.5, None, None, None, None, 12.5, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Practicum-Agronomy Teaching', '#7': 3.643, '#6': 8, '#5': '002', '#4': '875'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Seminar', '#7': None, '#6': 4, '#5': '001', '#4': '920'}
{'#8': [71.4, 28.6, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Seminar-Plant Breeding', '#7': 3.857, '#6': 7, '#5': '001', '#4': '957'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Seminar-Plant Breeding', '#7': None, '#6': 4, '#5': '003', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Seminar-Plant Breeding', '#7': None, '#6': 4, '#5': '005', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Seminar-Plant Breeding', '#7': None, '#6': 2, '#5': '007', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Seminar-Plant Breeding', '#7': None, '#6': 2, '#5': '010', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Seminar-Plant Breeding', '#7': None, '#6': 1, '#5': '012', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Seminar-Plant Breeding', '#7': None, '#6': 4, '#5': '013', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Seminar-Plant Breeding', '#7': None, '#6': 2, '#5': '014', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Seminar-Plant Breeding', '#7': None, '#6': 1, '#5': '015', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'Seminar-Plant Breeding', '#7': None, '#6': 1, '#5': '018', '#4': '990'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, 100.0, None, None, None], '#3': 132, '#2': 'ALS', '#1': 'AGRONOMY', '#7': None, '#6': 6, '#5': '020', '#4': '990'}
{'#8': [35.7, 14.8, 25.1, 10.1, 11.8, 2.0, 0.2, None, None, None, None, None, None, 0.2, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology', '#7': 3.216, '#6': 406, '#5': '001', '#4': '101'}
{'#8': [28.6, 14.3, 47.6, 4.8, 4.8, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology', '#7': 3.286, '#6': 42, '#5': '001', '#4': '102'}
{'#8': [41.5, 36.6, 19.5, None, 2.4, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology', '#7': 3.573, '#6': 41, '#5': '002', '#4': '102'}
{'#8': [35.7, 31.0, 19.0, 7.1, 4.8, None, None, None, None, None, None, None, 2.4, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology', '#7': 3.439, '#6': 42, '#5': '003', '#4': '102'}
{'#8': [26.8, 31.7, 26.8, 2.4, 12.2, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology', '#7': 3.293, '#6': 41, '#5': '004', '#4': '102'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology Lab', '#7': None, '#6': 2, '#5': '002', '#4': '299'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology Lab', '#7': None, '#6': 1, '#5': '014', '#4': '299'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology Lab', '#7': None, '#6': 2, '#5': '030', '#4': '299'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology Lab', '#7': None, '#6': 2, '#5': '034', '#4': '299'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology Lab', '#7': None, '#6': 1, '#5': '043', '#4': '299'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology Lab', '#7': None, '#6': 2, '#5': '061', '#4': '299'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology Lab', '#7': None, '#6': 1, '#5': '071', '#4': '299'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology Lab', '#7': None, '#6': 1, '#5': '091', '#4': '299'}
{'#8': [50.0, 40.0, 10.0, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'General Microbiology Lab', '#7': 3.705, '#6': 10, '#5': '097', '#4': '299'}
{'#8': [29.6, 18.6, 28.1, 13.9, 7.3, 2.2, 0.4, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Biology of Microorganisms', '#7': 3.192, '#6': 274, '#5': '001', '#4': '303'}
{'#8': [29.7, 13.5, 40.5, 13.5, 2.7, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Biology of Microorganisms', '#7': 3.27, '#6': 37, '#5': '001', '#4': '304'}
{'#8': [27.5, 10.0, 45.0, 12.5, 5.0, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Biology of Microorganisms', '#7': 3.213, '#6': 40, '#5': '002', '#4': '304'}
{'#8': [35.1, 8.1, 51.4, 5.4, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Biology of Microorganisms', '#7': 3.365, '#6': 37, '#5': '003', '#4': '304'}
{'#8': [33.3, 5.6, 41.7, 11.1, 2.8, 5.6, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Biology of Microorganisms', '#7': 3.167, '#6': 36, '#5': '004', '#4': '304'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Biology of Microorganisms Lab', '#7': 4.0, '#6': 16, '#5': '001', '#4': '305'}
{'#8': [92.3, 7.7, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Biology of Microorganisms Lab', '#7': 3.962, '#6': 13, '#5': '002', '#4': '305'}
{'#8': [94.4, 5.6, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Biology of Microorganisms Lab', '#7': 3.972, '#6': 18, '#5': '003', '#4': '305'}
{'#8': [92.9, 7.1, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Biology of Microorganisms Lab', '#7': 3.964, '#6': 14, '#5': '004', '#4': '305'}
{'#8': [43.1, 9.7, 23.6, 4.2, 11.1, 6.9, 1.4, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Host-Parasite Interactions', '#7': 3.167, '#6': 72, '#5': '001', '#4': '330'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Special Topics', '#7': None, '#6': 4, '#5': '002', '#4': '375'}
{'#8': [25.0, 18.8, 37.5, 3.1, 6.3, 6.3, None, None, 3.1, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Special Topics', '#7': 3.145, '#6': 32, '#5': '001', '#4': '450'}
{'#8': [24.5, 22.4, 42.9, 6.1, 4.1, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Special Topics', '#7': 3.286, '#6': 49, '#5': '002', '#4': '450'}
{'#8': [4.8, 14.3, 28.6, 23.8, 19.0, 4.8, 4.8, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Divrsty, Ecol&Evolutn-Microorg', '#7': 2.571, '#6': 21, '#5': '001', '#4': '470'}
{'#8': [16.9, 15.3, 22.0, 15.3, 15.3, 8.5, 3.4, None, 1.7, None, None, None, 1.7, None, None], '#3': 192, '#2': 'ALS', '#1': 'Divrsty, Ecol&Evolutn-Microorg', '#7': 2.737, '#6': 59, '#5': '002', '#4': '470'}
{'#8': [21.4, 21.4, 50.0, 7.1, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Soil Microbiology & Biochem', '#7': 3.286, '#6': 14, '#5': '001', '#4': '523'}
{'#8': [27.0, 29.7, 24.3, 10.8, 5.4, None, 2.7, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Physiol of Microorganisms', '#7': 3.23, '#6': 37, '#5': '002', '#4': '526'}
{'#8': [89.5, 7.9, 2.6, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Topics in Biotechnology', '#7': 3.934, '#6': 38, '#5': '001', '#4': '545'}
{'#8': [55.2, 27.6, 13.8, None, None, 3.4, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Topics in Biotechnology', '#7': 3.621, '#6': 29, '#5': '001', '#4': '551'}
{'#8': [65.4, 15.4, 7.7, None, 3.8, 3.8, None, None, None, None, None, None, 3.8, None, None], '#3': 192, '#2': 'ALS', '#1': 'Topics in Biotechnology', '#7': 3.64, '#6': 26, '#5': '002', '#4': '551'}
{'#8': [58.6, 13.8, 24.1, None, None, None, None, None, None, None, None, None, 3.4, None, None], '#3': 192, '#2': 'ALS', '#1': 'Topics in Biotechnology', '#7': 3.679, '#6': 29, '#5': '003', '#4': '551'}
{'#8': [73.3, 20.0, 6.7, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Topics in Biotechnology', '#7': 3.833, '#6': 15, '#5': '004', '#4': '551'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Honors Thesis', '#7': None, '#6': 1, '#5': '006', '#4': '682'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '098', '#4': '692'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 2, '#5': '005', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '007', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 5, '#5': '013', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 2, '#5': '030', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '034', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '043', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '049', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '057', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 5, '#5': '058', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '061', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 2, '#5': '071', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '072', '#4': '699'}
{'#8': [83.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': 3.893, '#6': 6, '#5': '073', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 2, '#5': '075', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 3, '#5': '091', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 192, '#2': 'ALS', '#1': 'Senior Thesis', '#7': None, '#6': 1, '#5': '094', '#4': '699'}
