TERM : 1202,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,University of Wisconsin - Madison,,,,,,,,,,
299 030,1,***,,,,,,,.,.,.,,.,...
299 058,2,***,,,,,,,.,.,.,,.,...
299 071,1,***,,,,,,,.,.,.,,.,...
299 096,1,***,,,,,,,.,.,.,,.,...
299 098,5,***,,,,,,,.,.,.,,.,...
Independent Study Course Total,15,3.776,66.7 20.0 13.3 .  .  .,.,,.,,.,.,.,,.,,.  .  .  .
Biology of Microorganisms 303 001,209,3.163,24.9 20.6 33.0 10.0 9.6 1.4,0.5,,.,,.,.,.,.,,.,...
304 001,33,3.318,27.3 21.2 42.4 6.1 3.0 .,.,,.,,.,.,.,.,,.,...
304 002,35,3.243,37.1 11.4 25.7 14.3 11.4 .,.,,.,,.,.,.,.,,.,...
304 003,32,3.297,31.3 18.8 34.4 9.4 6.3 .,.,,.,,.,.,.,.,,.,...
304 004,37,3.203,32.4 5.4 45.9 2.7 13.5 .,.,,.,,.,.,.,.,,.,...
Biology of Microorganisms Lab Course Total,137,3.263,32.1 13.9 37.2 8.0 8.8 .,.,,.,,.,.,.,,.,,.  .  .  .
305 001,16,4.000,100.0 .....,.,,.,,.,.,.,.,,.,...
305 002,16,4.000,100.0 .....,.,,.,,.,.,.,.,,.,...
305 003,15,4.000,100.0 .....,.,,.,,.,.,.,.,,.,...
Critical Analyses-Microbiology Course Total,47,4.000,100.0 .  .  .  .  .,.,,.,,.,.,.,,.,,.  .  .  .
324 003,3,***,,,,,,,.,.,.,,.,...
324 004,3,***,,,,,,,.,.,.,,.,...
Food Microbiology Laboratory Course Total,6,3.500,33.3 33.3 33.3 .  .  .,.,,.,,.,.,.,,.,,.  .  .  .
Food Microbiology 325 001,31,3.048,22.6 .54.8 9.7 12.9 .,.,,.,,.,.,.,.,,.,...
Special Topics 375 001,8,3.750,87.5 ...12.5 .,.,,.,,.,.,.,.,,.,...
"Divrsty, Ecol&Evolutn-Microrg 450 001",44,3.330,40.9 9.1 40.9 2.3 4.5 .,2.3,,.,,.,.,.,.,,.,...
Micro Genetics & Mol Machines 470 001,57,3.083,31.6 8.8 28.1 10.5 8.8 7.0,.,,.,,.,.,.,.,,5.3,...
Physiol of Microorganisms 526 001,61,3.270,41.0 16.4 19.7 8.2 11.5 3.3,.,,.,,.,.,.,.,,.,...
Adv Lab Techniques - Microbio 527 001,82,3.652,58.5 17.1 14.6 3.7 2.4 .,.,,.,,.,.,.,.,,3.7,...
Immunology 528 001,49,3.052,24.5 16.3 28.6 10.2 14.3 4.1,.,,2.0,,.,.,.,.,,.,...
Prokaryotic Molecular Biol 612 001,26,3.596,38.5 42.3 19.2 ...,.,,.,,.,.,.,.,,.,...
Plant-Bacterial Interactns 622 001,9,4.000,100.0 .....,.,,.,,.,.,.,.,,.,...
Gen Virology-Multiplication 640 001,33,3.197,24.2 21.2 39.4 6.1 6.1 3.0,.,,.,,.,.,.,.,,.,...
681 005,1,***,,,,,,,.,.,.,,.,...
681 008,1,***,,,,,,,.,.,.,,.,...
681 024,1,***,,,,,,,.,.,.,,.,...
Senior Honors Thesis Course Total,3,***,,,,,,,,,,,,
699 002,1,***,,,,,,,.,.,.,,.,...
699 005,1,***,,,,,,,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,,,Page 10 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
ALS,,,,,,,,,,,,,,,
MICROBIOLOGY Section,"#",Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
192 MICROBIO Grades,,GPA,,,,,,,,,,,,,
699 006,1,***,,,,,,,,.,.,.,,.,...
699 008,1,***,,,,,,,,.,.,.,,.,...
699 014,2,***,,,,,,,,.,.,.,,.,...
699 030,2,***,,,,,,,,.,.,.,,.,...
699 034,1,***,,,,,,,,.,.,.,,.,...
699 043,1,***,,,,,,,,.,.,.,,.,...
699 071,1,***,,,,,,,,.,.,.,,.,...
699 091,1,***,,,,,,,,.,.,.,,.,...
699 095,1,***,,,,,,,,.,.,.,,.,...
699 098,5,***,,,,,,,,.,.,.,,.,...
Special Problems Course Total,18,3.964,83.3 11.1 .  .  .  .,,.,,.,,.,.,.,.,,,.  .  5.6 .
Seminar 731 001,50,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Current Issues in Microbiology 810 001,20,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
875 001,2,***,,,,,,,,.,.,.,,.,...
875 002,2,***,,,,,,,,.,.,.,,.,...
875 003,11,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Special Topics Course Total,15,4.000,100.0 .  .  .  .  .,,.,,.,,.,.,.,.,,,.  .  .  .
Smr-Molecular Biosci (Adv) 914 001,9,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Reg Gene Expression Adv Sem 917 001,1,***,,,,,,,,.,.,.,,.,...
990 002,1,***,,,,,,,,.,.,.,,.,...
990 005,5,***,,,,,,,,.,.,.,,.,...
990 008,1,***,,,,,,,,.,.,.,,.,...
990 009,3,***,,,,,,,,.,.,.,,.,...
990 010,2,***,,,,,,,,.,.,.,,.,...
990 014,3,***,,,,,,,,.,.,.,,.,...
990 023,1,***,,,,,,,,.,.,.,,.,...
990 026,1,***,,,,,,,,.,.,.,,.,...
990 030,1,***,,,,,,,,.,.,.,,.,...
990 034,6,,......,.,,,.,,.,.,.,100.0,,.,...
990 037,1,***,,,,,,,,.,.,.,,.,...
990 043,5,***,,,,,,,,.,.,.,,.,...
990 057,2,***,,,,,,,,.,.,.,,.,...
990 061,3,***,,,,,,,,.,.,.,,.,...
990 071,20,,......,.,,,.,,.,.,.,100.0,,.,...
990 073,1,***,,,,,,,,.,.,.,,.,...
990 095,1,***,,,,,,,,.,.,.,,.,...
990 096,2,***,,,,,,,,.,.,.,,.,...
990 098,1,***,,,,,,,,.,.,.,,.,...
Research Course Total,60,,.  .  .  .  .  .,,.,,21.7,,.,.,.,78.3,,,.  .  .  .
"January 27, 2020",,,,,,,,,,,,,,,Page 11 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,
ALS,,,,,,,,,,,,,,
MICROBIOLOGY Section,"#",Ave,A AB B BC C D,F,,S,U,,CR,N,,P,I,NW NR Other
192 MICROBIO,Grades,GPA,,,,,,,,,,,,
192 MICROBIO Dept. Total,1432,3.254,39.4 13.3 26.4 6.2 7.7 1.8,0.2,,1.0,,.,.,,.,3.5,0.4,.  0.1 .
Summary by Level,"#",Ave,A AB B BC C D,F,,S,U,,CR,N,,P,I,NW NR Other
192 MICROBIO,Grades,GPA,,,,,,,,,,,,
Freshmen,6,3.375,66.7 .  16.7 .  16.7 .,.,,.,,.,.,,.,.,,.  .  .  .
Sophomore,198,2.933,20.7 12.6 36.4 7.6 17.7 3.5,1.0,,.,,.,.,,.,.,,.  .  0.5 .
Junior,333,3.197,36.0 12.6 32.7 6.6 10.2 1.8,.,,.,,.,.,,.,.,,.  .  .  .
Senior,649,3.312,40.7 16.2 26.7 7.1 5.9 2.0,0.2,,.,,.,.,,.,0.5,0.9,.  .  .
Undergraduates,1186,3.212,36.2 14.5 29.9 7.0 9.1 2.2,0.3,,.,,.,.,,.,0.3,0.5,.  0.1 .
Special,19,3.274,36.8 15.8 26.3 10.5 10.5 .,.,,.,,.,.,,.,.,,.  .  .  .
Graduate,226,3.688,56.2 6.6 8.0 1.8 .  .,.,,6.6,,.,.,,.,20.8,,.  .  .  .
Prof Yr 2,1,***,,,,,,,.,,.,.,,.  .  .  .
Professionals,1,***,,,,,,,.,,.,.,,.  .  .  .
Dept. Total,1432,3.254,39.4 13.3 26.4 6.2 7.7 1.8,0.2,,1.0,,.,.,,.,3.5,0.4,.  0.1 .
"January 27, 2020",,,,,,,,,,,,,,Page 12 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
ALS,,,,,,,,,,,,,,,
BIOCHEMISTRY Section,"#",Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
200 BIOCHEM Grades,,GPA,,,,,,,,,,,,,
Biochemistry Freshman Seminar 100 101,30,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
"Mol Mech, Human Health, You 104 001",46,3.815,82.6 6.5 6.5 .4.3 .,.,,,.,,.,.,.,.,,.,...
299 039,2,***,,,,,,,,.,.,.,,.,...
299 040,1,***,,,,,,,,.,.,.,,.,...
299 041,3,***,,,,,,,,.,.,.,,.,...
299 046,22,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
299 053,1,***,,,,,,,,.,.,.,,.,...
299 054,1,***,,,,,,,,.,.,.,,.,...
299 057,1,***,,,,,,,,.,.,.,,.,...
299 066,1,***,,,,,,,,.,.,.,,.,...
299 070,1,***,,,,,,,,.,.,.,,.,...
299 078,1,***,,,,,,,,.,.,.,,.,...
299 081,1,***,,,,,,,,.,.,.,,.,...
299 083,1,***,,,,,,,,.,.,.,,.,...
299 084,1,***,,,,,,,,.,.,.,,.,...
299 087,1,***,,,,,,,,.,.,.,,.,...
Independent Study Course Total,38,4.000,100.0 .  .  .  .  .,.,,,.,,.,.,.,,.,,.  .  .  .
Special Topics 375 002,5,***,,,,,,,,.,.,.,,.,...
Coord Intrnshp/Cooprtv Educ 399 046,1,***,,,,,,,,.,.,.,,.,...
501 001,354,3.251,38.7 18.4 16.1 9.9 13.6 2.3,.,,,0.3,,.,.,.,.,,0.8,...
501 002,310,3.153,32.6 16.8 23.2 7.7 15.5 3.2,.,,,0.3,,.,.,.,.,,0.6,...
Introduction-Biochemistry Course Total,664,3.205,35.8 17.6 19.4 8.9 14.5 2.7,.,,,0.3,,.,.,.,,.,0.8,.  .  .
General Biochemistry I 507 001,183,3.104,28.4 19.7 16.9 21.9 9.8 1.1,1.6,,,0.5,,.,.,.,.,,.,...
Biochm Prin-Human&Anml Nutr 510 001,32,3.531,62.5 12.5 15.6 .3.1 6.3,.,,,.,,.,.,.,.,,.,...
Biochemical Methods 551 001,86,3.564,45.3 34.9 10.5 5.8 3.5 .,.,,,.,,.,.,.,.,,.,...
Protein&Enzyme Struct&Funct 601 001,31,3.133,19.4 25.8 35.5 .12.9 3.2,.,,,3.2,,.,.,.,.,,.,...
Prokaryotic Molecular Biol 612 001,16,3.563,43.8 37.5 12.5 .6.3 .,.,,,.,,.,.,.,.,,.,...
Plant Biochemistry 621 001,12,3.682,58.3 16.7 8.3 8.3 ..,.,,,.,,.,.,.,.,,8.3,...
Cellulr Signal Transductn Mech 630 001,44,3.267,9.1 34.1 54.5 ...,.,,,.,,.,.,.,.,,2.3,...
Mol Ctrl of Mtblsm & Mtblc Dis 645 001,31,3.903,80.6 19.4 ....,.,,,.,,.,.,.,.,,.,...
Biophysical Chemistry 665 001,3,***,,,,,,,,.,.,.,,.,...
681 039,1,***,,,,,,,,.,.,.,,.,...
681 053,1,***,,,,,,,,.,.,.,,.,...
681 074,1,***,,,,,,,,.,.,.,,.,...
681 082,1,***,,,,,,,,.,.,.,,.,...
Senior Honors Thesis Course Total,4,***,,,,,,,,,,,,,
Senior Thesis 691 039,1,***,,,,,,,,.,.,.,,.,...
699 010,1,***,,,,,,,,.,.,.,,.,...
699 039,4,***,,,,,,,,.,.,.,,.,...
699 040,2,***,,,,,,,,.,.,.,,.,...
699 041,5,***,,,,,,,,.,.,.,,.,...
699 042,1,***,,,,,,,,.,.,.,,.,...
699 043,1,***,,,,,,,,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,,,,Page 13 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
ALS,,,,,,,,,,,,,,,
BIOCHEMISTRY Section,"#",Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
200 BIOCHEM Grades,,GPA,,,,,,,,,,,,,
699 044,2,***,,,,,,,,.,.,.,,.,...
699 049,1,***,,,,,,,,.,.,.,,.,...
699 053,2,***,,,,,,,,.,.,.,,.,...
699 054,10,4.000,90.0 .....,.,,,.,,.,.,.,.,,.,.10.0 .
699 057,3,***,,,,,,,,.,.,.,,.,...
699 058,1,***,,,,,,,,.,.,.,,.,...
699 059,3,***,,,,,,,,.,.,.,,.,...
699 074,2,***,,,,,,,,.,.,.,,.,...
699 077,1,***,,,,,,,,.,.,.,,.,...
699 078,2,***,,,,,,,,.,.,.,,.,...
699 079,2,***,,,,,,,,.,.,.,,.,...
699 080,3,***,,,,,,,,.,.,.,,.,...
699 081,2,***,,,,,,,,.,.,.,,.,...
699 082,1,***,,,,,,,,.,.,.,,.,...
699 083,3,***,,,,,,,,.,.,.,,.,...
699 084,2,***,,,,,,,,.,.,.,,.,...
699 085,1,***,,,,,,,,.,.,.,,.,...
699 088,1,***,,,,,,,,.,.,.,,.,...
Special Problems Course Total,56,4.000,92.9 .  .  .  .  .,,.,,.,,.,.,.,.,,,.  .  7.1 .
Professional Responsibility 701 001,15,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
729 001,37,4.000,16.2 .....,.,,,81.1,,.,.,.,.,,2.7,...
729 002,3,***,,,,,,,,.,.,.,,.,...
729 006,21,3.976,95.2 4.8 ....,.,,,.,,.,.,.,.,,.,...
729 007,16,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
729 008,34,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
729 009,11,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
729 011,9,3.833,77.8 11.1 11.1 ...,.,,,.,,.,.,.,.,,.,...
729 012,45,3.890,71.1 20.0 ....,.,,,.,,.,.,.,.,,8.9,...
Advanced Topics Course Total,176,3.938,73.3 6.3 0.6 .  .  .,,.,,17.0,,.,.,.,.,,2.8,.  .  .
Topic-Macromoleculr/Biophys 872 001,6,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
Smr-Nutr&Metabolism (Adv) 901 001,4,***,,,,,,,,.,.,.,,.,...
Smr-Molecular Virolgy (Adv) 910 001,9,4.000,33.3 .....,.,,,66.7,,.,.,.,.,,.,...
Smr-Molecular Biosci (Adv) 914 001,3,***,,,,,,,,.,.,.,,.,...
Computn&Informatcs in Biol&Med 915 001,1,***,,,,,,,,.,.,.,,.,...
Reg Gene Expression Adv Sem 917 001,2,***,,,,,,,,.,.,.,,.,...
Biotechnol Traing Prgm Smr 932 001,24,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
990 010,1,***,,,,,,,,.,.,.,,.,...
990 039,3,***,,,,,,,,.,.,.,,.,...
990 040,1,***,,,,,,,,.,.,.,,.,...
990 041,2,***,,,,,,,,.,.,.,,.,...
990 042,1,***,,,,,,,,.,.,.,,.,...
990 043,3,***,,,,,,,,.,.,.,,.,...
990 050,11,,......,.,,,.,,.,.,.,100.0,,.,...
990 053,1,***,,,,,,,,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,,,,Page 14 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,
ALS,,,,,,,,,,,,,
BIOCHEMISTRY Section #,,Ave,A AB B BC C D,F,,,S,U,CR,N,P,I,NW NR Other
200 BIOCHEM Grades,,GPA,,,,,,,,,,,
990 057 2,,***,,,,,,,.,.,.,.,...
990 058 1,,***,,,,,,,.,.,.,.,...
990 059 3,,***,,,,,,,.,.,.,.,...
990 065 1,,***,,,,,,,.,.,.,.,...
990 066 1,,***,,,,,,,.,.,.,.,...
990 069 1,,***,,,,,,,.,.,.,.,...
990 071 3,,***,,,,,,,.,.,.,.,...
990 074 4,,***,,,,,,,.,.,.,.,...
990 075 5,,***,,,,,,,.,.,.,.,...
990 077 9,,,......,.,,,.,.,.,.,100.0,.,...
990 078 1,,***,,,,,,,.,.,.,.,...
990 079 4,,***,,,,,,,.,.,.,.,...
990 080 4,,***,,,,,,,.,.,.,.,...
990 081 7,,,......,.,,,.,.,.,.,100.0,.,...
990 082 4,,***,,,,,,,.,.,.,.,...
990 083 4,,***,,,,,,,.,.,.,.,...
990 084 1,,***,,,,,,,.,.,.,.,...
990 085 1,,***,,,,,,,.,.,.,.,...
Research Course Total 79,,,.  .  .  .  .  .,.,,,29.1,1.3,.,.,69.6,,.  .  .  .
200 BIOCHEM Dept. Total 1602,,3.386,46.6 14.9 13.5 6.6 7.8 1.4,0.2,,,4.2,0.1,.,.,3.7,0.7,.  0.2 .
Summary by Level #,,Ave,A AB B BC C D,F,,,S,U,CR,N,P,I,NW NR Other
200 BIOCHEM Grades,,GPA,,,,,,,,,,,
Freshmen 20,,4.000,100.0 .  .  .  .  .,.,,,.,.,.,.,.,,.  .  .  .
Sophomore 28,,3.395,71.4 3.6 .  7.1 14.3 .,.,,,.,.,.,.,.,,.  .  3.6 .
Junior 407,,3.203,38.3 15.0 19.2 11.5 12.8 2.0,0.5,,,.,.,.,.,.,0.7,.  .  .
Senior 727,,3.398,46.4 19.5 14.6 7.3 9.2 1.5,0.1,,,0.1,.,.,.,0.7,0.1,.  0.4 .
Undergraduates 1182,,3.334,45.1 17.3 15.6 8.6 10.4 1.6,0.3,,,0.1,.,.,.,0.4,0.3,.  0.3 .
Special 19,,2.904,10.5 15.8 42.1 .  5.3 10.5,.,,,10.5,.,.,.,.,5.3,.  .  .
Graduate 395,,3.733,52.7 7.8 6.3 0.8 0.3 0.5,.,,,16.5,0.3,.,.,13.2,1.8,.  .  .
Prof Yr 2 2,,***,,,,,,,.,.,50.0,,.  .  .  .
Prof Yr 4 4,,***,,,,,,,.,.,50.0,,.  .  .  .
Professionals 6,,4.000,50.0 .  .  .  .  .,.,,,.,.,.,.,50.0,,.  .  .  .
Dept. Total 1602,,3.386,46.6 14.9 13.5 6.6 7.8 1.4,0.2,,,4.2,0.1,.,.,3.7,0.7,.  0.2 .
"January 27, 2020",,,,,,,,,,,,,Page 15 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,,
ALS,,,,,,,,,,,,,,,
DAIRY SCIENCE Section,"#",Ave,A AB B BC C D,F,,,S,,U,CR,N,P,,I,NW NR Other
292 DY SCI Grades,,GPA,,,,,,,,,,,,,
Intro to Animal Sciences 101 001,18,3.306,27.8 22.2 33.3 16.7 ..,.,,,.,,.,.,.,.,,.,...
Dairy Herd Management I 233 001,16,3.656,68.8 18.8 ..12.5 .,.,,,.,,.,.,.,.,,.,...
299 002,1,***,,,,,,,,.,.,.,,.,...
299 005,3,***,,,,,,,,.,.,.,,.,...
299 006,1,***,,,,,,,,.,.,.,,.,...
299 007,2,***,,,,,,,,.,.,.,,.,...
Independent Study Course Total,7,4.000,100.0 .  .  .  .  .,,.,,,.,.,.,.,,.,,.  .  .  .
Lactation Physiology 305 001,23,3.174,26.1 13.0 34.8 21.7 4.3 .,.,,,.,,.,.,.,.,,.,...
Animal Feeds&Diet Formulatn 313 001,16,2.938,6.3 18.8 37.5 31.3 6.3 .,.,,,.,,.,.,.,.,,.,...
Livestck Prod&Hlth-Ag Dvlpm 370 001,8,3.313,12.5 50.0 25.0 12.5 ..,.,,,.,,.,.,.,.,,.,...
Special Topics 375 001,17,3.971,94.1 5.9 ....,.,,,.,,.,.,.,.,,.,...
399 020,1,***,,,,,,,,.,.,.,,.,...
399 024,11,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
399 032,1,***,,,,,,,,.,.,.,,.,...
Coord Intrnshp/Cooprtv Educ Course Total,13,4.000,100.0 .  .  .  .  .,,.,,,.,.,.,.,,.,,.  .  .  .
Ruminant Nutrition 414 001,21,2.524,4.8 9.5 42.9 9.5 14.3 19.0,.,,,.,,.,.,.,.,,.,...
Reproductive Physiology 434 001,21,3.190,9.5 38.1 33.3 19.0 ..,.,,,.,,.,.,.,.,,.,...
Dairy Farm Mgmt Practicum 535 001,19,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
699 002,1,***,,,,,,,,.,.,.,,.,...
699 005,2,***,,,,,,,,.,.,.,,.,...
699 006,2,***,,,,,,,,.,.,.,,.,...
699 007,2,***,,,,,,,,.,.,.,,.,...
699 016,6,4.000,100.0 .....,.,,,.,,.,.,.,.,,.,...
699 026,1,***,,,,,,,,.,.,.,,.,...
Special Problems Course Total,14,4.000,100.0 .  .  .  .  .,,.,,,.,.,.,.,,.,,.  .  .  .
799 005,1,***,,,,,,,,.,.,.,,.,...
799 030,1,***,,,,,,,,.,.,.,,.,...
Pract-Dairy Science Tchng Course Total,2,***,,,,,,,,,,,,,
900 012,1,***,,,,,,,,.,.,.,,.,...
900 032,1,***,,,,,,,,.,.,.,,.,...
Seminar Course Total,2,***,,,,,,,,,,,,,
990 002,2,***,,,,,,,,.,.,.,,.,...
990 005,3,***,,,,,,,,.,.,.,,.,...
990 006,3,***,,,,,,,,.,.,.,,.,...
990 007,4,***,,,,,,,,.,.,.,,.,...
990 012,2,***,,,,,,,,.,.,.,,.,...
990 014,3,***,,,,,,,,.,.,.,,.,...
990 015,1,***,,,,,,,,.,.,.,,.,...
990 017,2,***,,,,,,,,.,.,.,,.,...
990 018,1,***,,,,,,,,.,.,.,,.,...
990 020,1,***,,,,,,,,.,.,.,,.,...
990 026,1,***,,,,,,,,.,.,.,,.,...
990 030,1,***,,,,,,,,.,.,.,,.,...
990 032,3,***,,,,,,,,.,.,.,,.,...
"January 27, 2020",,,,,,,,,,,,,,,Page 16 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,
ALS,,,,,,,,,,,,,
DAIRY SCIENCE Section #,,Ave,A AB B BC C D,F,,,S,U,CR,N,P,I,NW NR Other
292 DY SCI Grades,,GPA,,,,,,,,,,,
990 037 1,,***,,,,,,,.,.,.,.,...
Research Course Total 28,,,.  .  .  .  .  .,,.,,82.1,3.6,.,.,14.3,,.  .  .  .
292 DY SCI Dept. Total 225,,3.450,44.4 12.4 16.9 8.9 3.1 1.8,,.,,10.2,0.4,.,.,1.8,,.  .  .  .
Summary by Level #,,Ave,A AB B BC C D,F,,,S,U,CR,N,P,I,NW NR Other
292 DY SCI Grades,,GPA,,,,,,,,,,,
Freshmen 9,,3.222,22.2 22.2 33.3 22.2 .  .,,.,,.,.,.,.,.,,.  .  .  .
Sophomore 31,,3.705,77.4 12.9 3.2 .  6.5 .,,.,,.,.,.,.,.,,.  .  .  .
Junior 50,,3.301,38.0 20.0 20.0 18.0 4.0 .,,.,,.,.,.,.,.,,.  .  .  .
Senior 103,,3.462,49.5 11.7 23.3 8.7 2.9 3.9,,.,,.,.,.,.,.,,.  .  .  .
Undergraduates 193,,3.442,49.7 14.5 19.7 10.4 3.6 2.1,,.,,.,.,.,.,.,,.  .  .  .
Graduate 32,,4.000,12.5 .  .  .  .  .,,.,,71.9,3.1,.,.,12.5,,.  .  .  .
Dept. Total 225,,3.450,44.4 12.4 16.9 8.9 3.1 1.8,,.,,10.2,0.4,.,.,1.8,,.  .  .  .
"January 27, 2020",,,,,,,,,,,,,Page 17 of 420
* Please note: This report does not combine crosslisted courses,,,,,,,,,,,,,
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.",,,,,,,,,,,,,
TERM : 1202,,,Percentage Distribution of Grades,,,,,,,,,,,Office of the Registrar
Fall 2019-2020,,,University of Wisconsin - Madison,,,,,,,,,,,
"",,,(Non-Cross Listed),,,,,,,,,,,
ALS,,,,,,,,,,,,,,
ENTOMOLOGY Section,"#",Ave,A AB B BC C D,F,,,S,U,CR,N,P,,I,NW NR Other
355 ENTOM Grades,,GPA,,,,,,,,,,,,
Agroecology of Food and Ag 103 002,15,3.467,46.7 20.0 20.0 6.7 6.7 .,.,,,.,.,.,.,.,,.,...
Insects and Human Culture 201 001,107,3.393,34.6 30.8 18.7 10.3 5.6 .,.,,,.,.,.,.,.,,.,...
Introduction to Global Health 203 001,53,3.802,75.5 13.2 9.4 .1.9 .,.,,,.,.,.,.,.,,.,...
299 005,2,***,,,,,,,.,.,.,,.,...
299 006,1,***,,,,,,,.,.,.,,.,...
299 009,1,***,,,,,,,.,.,.,,.,...
299 010,1,***,,,,,,,.,.,.,,.,...
Independent Study Course Total,5,***,,,,,,,,,,,,
Introduction to Entomology 302 001,27,3.442,48.1 11.1 22.2 7.4 7.4 .,.,,,3.7,.,.,.,.,,.,...
Taxonomy of Mature Insects 331 001,11,3.955,90.9 9.1 ....,.,,,.,.,.,.,.,,.,...
Principles-Econ Entomology 351 001,21,3.214,38.1 19.0 19.0 14.3 .9.5,.,,,.,.,.,.,.,,.,...
Special Topics 375 001,20,3.900,90.0 .10.0 ...,.,,,.,.,.,.,.,,.,...
Basic & Applied Insect Ecology 450 001,29,3.714,69.0 10.3 10.3 3.4 3.4 .,.,,,3.4,.,.,.,.,,.,...
Theoretical Ecology 540 001,4,***,,,,,,,.,.,.,,.,...
Ecotox: The Chemical Players 632 001,9,3.722,66.7 11.1 22.2 ...,.,,,.,.,.,.,.,,.,...
Ecotox: Impacts on Individuals 633 001,4,***,,,,,,,.,.,.,,.,...
"Ecotox: Populatn, Comm, Ecosys 634 001",4,***,,,,,,,.,.,.,,.,...
699 005,3,***,,,,,,,.,.,.,,.,...
699 006,1,***,,,,,,,.,.,.,,.,...
699 010,4,***,,,,,,,.,.,.,,.,...
699 015,3,***,,,,,,,.,.,.,,.,...
699 026,1,***,,,,,,,.,.,.,,.,...
Special Problems Course Total,12,4.000,100.0 .  .  .  .  .,,.,,.,.,.,.,.,,,.  .  .  .
Pract-Entomology Teaching 799 003,1,***,,,,,,,.,.,.,,.,...
Colloquium 801 001,1,***,,,,,,,.,.,.,,.,...
Foundations of Evolution 820 001,1,***,,,,,,,.,.,.,,.,...
